Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
88.0,Private Siem Reap City Hidden Gems Guided Tour,Adventure Tours,51.0,5.0,3.0,35.0,"All Fees and Taxes, Passionate english speaking local guide, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
89.0,Siem Reap Morning Food Tour - Plant Based or Carnivore,Walking Tours,12.0,5.0,3.0,45.0,"Not 1, not 2, but 3 delicious breakfasts are included. We want you to try the 3 most popular Khmer breakfasts!, Coffee and/or Tea, Let's cruise the streets and see what delicious local snacks we can try!, Bottled water, Soda/Pop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
90.0,Taxi Phnom Penh Private,Bus Tours,15.0,5.0,8.0,16.99,"English speaking driver, Air-conditioned vehicle, petrol, Cool Water, A clean , hygienic, good, and safe transportation.","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
92.0,Sightseeting Day Cruise with English Speaking Guide and free flow drinks,Full-day Tours,2.0,5.0,2.0,18.0,"Hotel pick up, Unlimited beer and soft drinks, Fresh fruit platter, English speaking guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
94.0,2-D Angkor temple with one sunrise,Bus Tours,28.0,5.0,48.0,110.0,"Private transportation, English-speaking tour guide., Drinking waters, Cold towels.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
95.0,Nightlife Tour in Phnom Penh,Tuk Tuk Tours,10.0,5.0,4.0,69.0,A drink at first bar,"Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
96.0,Full-Day Temples of Angkor Small Group Tour,Bus Tours,574.0,5.0,7.0,13.0,"Hotel pickup and drop-off, licensed and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
97.0,Early Rise for Angkor Wat Off-the-beaten-path tour,Classic Car Tours,4.0,5.0,7.0,75.0,"Professional English speaking tour guide, Tours by a vintage Jeep, Hotel pick up & drop off, Drinking bottled water during the tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
98.0,Sunset Dinner/cocktails/wines and beers with a Floating Village cruise Tour,Sunset Cruises,57.0,4.0,4.0,49.0,"Hotel pickup and drop-off in air conditioned taxi or tuk tuk, English speaking guide, Buffet dinner or fixed menu, All you can drink selection of beers, spirits, cocktails, champagne,wines, or soft drinks, Tour the fishing floating villages, All check point fees and taxes included in the price, No hidden additional costs, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Lotus Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
99.0,Full-Day Phnom Penh Sightseeing Tour & Killing Field,Full-day Tours,17.0,5.0,7.0,75.9,"Hotel pickup and drop-off, Transport by private vehicle, Professional guide, All Fees and Taxes, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
100.0,Private one-day tuktuk 'small tour' of the oldest Angkor temples,Full-day Tours,32.0,5.0,9.0,18.0,"Bottled water, Hotel pickup and drop-off (if option selected), Private tour, Round-trip private transfer","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
102.0, Angkor Wat Tour Complex Full Day-Small Group,Full-day Tours,4.0,5.0,7.0,24.0,"Experience English Tour Guide, Air-conditioned vehicle, Sightseeing as specified in the itinerary, Hotel pickup and drop-off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
104.0,Private Taxi Service From Phnom Penh - Siem Reap City,Bus Tours,3.0,5.0,6.0,69.0,"Experienced English speaking driver with license, Private transportation with A/C ( Car/Minivan), Free water during the trip, Petrol, Parking fees and toll","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
105.0,Angkor Sunrise Discovery Active Bike Day Tour,Full-day Tours,336.0,5.0,7.0,99.0,"Hotel pickup and drop-off, Transport by air-conditioned minivan, Bike and safety equipment, Professional guide, Breakfast, Lunch, Snacks and refreshment","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
106.0,Private Half-Day Tour of Phnom Penh's Traditional Markets,Full-day Tours,3.0,4.5,4.0,64.11,"Hotel pickup and drop off, Local English Speaking Guide, Air-conditioned vehicle, Cold Bottled Water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
107.0,Phnom Penh to Siem Reap by Private Car or Minivan,Bus Tours,12.0,5.0,6.0,63.0,"Hotel pickup and drop-off or pickup from the airport, Good car with good air conditioned, Professional driver, All toll fees, Toilet stop","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
108.0,Countryside Sunset Jeep Tour with Drinks included,Adventure Tours,20.0,5.0,4.0,60.0,"Hotel pick up & drop off, Travel with jeep & driver, English speaking guide, Local snacks, Water supplies, Soft drink or beer","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
109.0,Private Tour to Beng Mealea Jungle Temple and Koh Ker,Bus Tours,3.0,5.0,9.0,70.61,"Hotel pickup and drop-off, Bottled water, English speaking driver, Private tour, Transport by private air conditioned car","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
110.0,One Day Angkor Temple Tour with Sunrise,Full-day Tours,31.0,5.0,8.0,55.0,"English-speaking tour guide., A/ C car or Van, Cold waters., Cold towels.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
111.0,Full Day Tour in Phnom Penh City,Bus Tours,9.0,5.0,7.0,51.29,"Cold water, Local Guide Fee","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
113.0,"Angkor Wat Private Driver Tours to Angkor Wat Sunrise, Angkor Thom & Ta Prohm",Full-day Tours,30.0,5.0,8.0,95.0,"Air-conditioned vehicle, Private transportation, Tour Guide Service, Cold Drinks & Cold Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
114.0,Siem Reap to Phnom Penh by Private Car or Minivan,Bus Tours,3.0,5.0,6.0,60.0,"Hotel pickup and drop-off (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, All toll fees, Toilet stop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
115.0,Discover Learn and Experiment the Sacred Lotus Flower,Art Classes,3.0,5.0,2.0,35.0,"Lotus Tea, All necessary equipment for activities, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
116.0,discover floating villages and tonle sap lake by boat,Bus Tours,40.0,4.0,4.0,39.0,"English speaking professional local guides, meals on the Queen Tara Riverboat, 2 drinks (soft drink, beers, cocktails, wines or champagne, Tour of the floating fishing villages, All check point fees, Free hotel pickup and drop-off in air conditioned taxi or tuk tuk, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Lotus Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
117.0,A Half Day Tour in Phnom Penh City,Bus Tours,29.0,4.5,4.0,39.0,"Provide Cold Water, English Speaking Local Guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
118.0,Phnom Penh International Airport pick up,City Tours,3.0,5.0,1.0,16.99,"Private transportation, Parking, Petrol","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
119.0,Cultural Cycling Tour - half day (8:00-11:30),Adventure Tours,19.0,5.0,4.0,30.0,"Bottled water, tasting of the traditional food products made by the artisans visited, All Fees and Taxes, Use of bicycle, local experienced guide, Entry/Admission - Wat Samrong Knong, Entry/Admission - Ek Phnom","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
120.0,Angkor Jeep Tour Discovery - Inclusive Lunch,Full-day Tours,35.0,5.0,7.0,80.0,"Round trip by Army Jeep, Cambodian style lunch, Water & Local snacks, Professional English speaking guide, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
124.0,"Full-Day Tour: Kulen Mountain, Beng Mealea & Tonle Sap",Full-day Tours,30.0,5.0,7.0,75.0,"Full vaccinated English speaking guide & driver, Private transport with air-conditioned, Cool bottles of water & towels during this trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
125.0,Siem Reap Cooking Class,Cooking Classes,85.0,5.0,3.0,30.0,"We have two options on arrival: chilled lemongrass water or regular still water, Private transportation, All Fees and Taxes, All cooking equipment and ingredients","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
126.0,Private transfer from Phnom Penh to Siem Reap,Bus Tours,6.0,5.0,5.0,25.0,"Pick up and drop off at your hotel ( please provide us your hotel name and address for pick up ), Gasoline, Private English speaking driver, Road toll fee, Luxury and comfortable air conditioning vehicles","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
129.0,Private Angkor Sunrise & Major Temples (English Speaking Guide & SUV Car Driver),Bus Tours,33.0,5.0,6.0,75.0,"Our best selected Local English Speaking Tour Guide, Private transportation, Vehicle SUV Car Driver, Cool Drinking Water and cool Wipe Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
130.0,Phnom Penh Street Food Tour,Walking Tours,1.0,5.0,48.0,67.0,"A professional English speaking tour, Private transportation, Alcoholic Beverages, Dinner, Snacks, All Fees and Taxes","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
131.0,Siem Reap Countryside Half-Day Shared Tour,Walking Tours,130.0,5.0,5.0,39.0,"Professional local English speaking guide, Bicycle and helmet, Local snacks and fruit, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
132.0,Angkor Wat Sunrise Small Group Tour from Siem Reap,Bus Tours,131.0,5.0,7.0,39.0,"Hotel pickup and drop-off, Local Live English Speaking guide, Bottled water, Transport by air-conditioned minivan/bus","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
133.0,Historical Sites Tour to Chisor Taproom and Neang Khmao Temple,Bus Tours,1.0,5.0,7.0,70.0,"Experiences English Speaking Tour Guide, Transportation by air-conditioning, clean , and hygiene, Save and friendly driver, Cool water, All Fees and Taxes","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
134.0,Angkor Wat plus Balloon Ride with Khmer Lunch,Balloon Tours,25.0,5.0,7.0,85.0,"English Speaking Guide, Tethered Helium balloon ride for 12 minutes (joining others), Hotel pick up and drop off, Lunch at the local restaurant in the national park, Tuk Tuk or Car/Minivan with cold bottled water during tours, Small Group Tours","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
135.0,Sunset or sunrise bicycle tour around Angkor Wat and nearby temples,Bike Tours,32.0,5.0,8.0,45.0,"Guide, Bicycles, Bottled water, Pick-up and drop-off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
137.0,Cooking Class at La Plantation,Cooking Classes,8.0,5.0,2.0,35.0,Lunch,"Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
138.0,"Aroma Therapy Massage, Relaxation therapeutic aromatherapy oil massages.",Health Tour,113.0,4.5,1.0,38.15,"1 hour massage treatment, drinks","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
139.0,Siem Reap Private One-Way Airport Transfer,Bus Tours,1.0,5.0,1.0,20.0,"One-way transfer by air-conditioned car, English-speaking driver, Toll fees","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
141.0,Angkor Adventure Vespa Tour - Inclusive local snacks & Lunch,Full-day Tours,34.0,5.0,7.0,65.0,"Hotel pick up & drop off, English speaking tour guide, Vespa & experience driver, Water supplies during the tour, Local snacks, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
142.0,"Phnom Penh Kampot Tour ""Pepper Farm, Phnom Chhngok Cave, Salt Fields""",Bus Tours,3.0,5.0,10.0,100.0,"Air-conditioned vehicle, Tour Guide: English or French speaking at Pepper Farm only, English-Speaking driver, Water, Hotel pick up & drop off","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
143.0,"Ultimate Angkor Wat Sunrise Tours, Bayon, Ta Prohm, Banteay Srei And Beng Mealea",Car Tours,27.0,5.0,10.0,170.0,"Hotel pickup and drop-off, Private tour, Driver/guide, Local guide, Professional art historian guide, Professional guide, Professional photographer guide, Licensed tour guide, AC Car/Van/SUV, Parking Fees, Toll roads, Cold waters and wipes, Gasoline","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
144.0,Angkor Wat Full Day Private Tour with Watching Sunset at Temple,Bus Tours,43.0,5.0,9.0,19.0,"Tours with professional English speaking license tour guide, All private transfer by comfortable air-con vehicle, Drink water and cool fresh tower for the whole trip, Services charge and current government VAT tax, Pick up & Drop off at your hotel ( please provide us your hotel name for pickup ) )","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
145.0,S-21 Prison and Killing Fields,Bus Tours,2.0,5.0,3.0,51.95,"English speaking guide, Refreshment drink & cold towel, Air-conditioned vehicle","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
147.0,"Professional Photo Shoot in Angkor Archaeological Park, Siem Reap",Photography Tours,3.0,5.0,48.0,80.0,"Personal speaking guide, Transportation, Pick up and drop off, Fresh water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
148.0,Private Angkor Wat One Day Tour - Best of Angkor,Adventure Tours,42.0,5.0,9.0,64.5,"Private transportation, All Fees and Taxes, Vehicle with air conditioning (for transport option car & van), Experienced Driver, Certified English-speaking guide, All costs for guide and driver (entrance etc.), Pickup and droppoff from/to hotel or meeting point","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
149.0,Phnom Penh Nightlife Street Food Tours,Nightlife,4.0,4.0,4.0,59.0,"Alcoholic Beverages, Dinner, Soda/Pop, Bottled water, Tuk Tuk Transportation, English Speaking Tour Guide, Hotel Pick Up/ Drop Off, Entry/Admission - Orussey Market, Entry/Admission - Kandal Market, Entry/Admission - Phnom Penh's Night Market","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
150.0,Private Koh Ker & Beng Mealea Full-Day Tour (by A/C Vehicles),Full-day Tours,12.0,5.0,10.0,119.0,"Cold towels & Bottled water, Hotel pickup (8:30am), Travel by chosen air-conditioned vehicle & friendly driver, Hotel Drop-off (around 6pm), First Aid Kit","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
151.0,Angkor Wat Sunrise and Angkor Thom Sunset Tour,Bus Tours,31.0,5.0,10.0,56.0,"English-speaking Tour Guide, Transportation ( AC car or minivan or minibus), Bottles of cold drinking Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
